60,130,318.23
60,127,309.72
60,124,957.55
60,121,972.78
60,118,975.28
60,115,974.97
60,112,976.03
60,109,154.48
60,106,169.49
60,103,165.76
60,100,165.86
60,97,168.87
60,94,167.83
60,91,187.86
60,88,184.08
60,85,209.93
60,82,126.53
60,79,126.91
60,76,108.76
60,73,301.48
63,70,300.44
63,73,230.01
63,76,111.11
63,79,123.58
63,82,127.35
63,85,114.86
63,88,109.54
63,91,112.25
63,94,107.97
63,97,103.95
63,100,111.0
63,103,117.85
63,106,118.89
63,109,117.73
63,112,116.63
63,115,499.56
63,118,598.9
63,121,1023.0
63,124,1014.69
63,127,998.0
66,130,992.2
66,127,988.0
66,124,985.3
66,121,984.44
66,118,982.89
66,115,981.4
66,112,968.4
66,109,268.04
66,106,126.18
66,103,315.98
66,100,264.77
66,97,82.53
66,94,78.18
66,91,82.01
66,88,290.47
66,85,197.98
66,82,75.46
66,79,80.63
66,76,79.51
66,73,319.04
69,70,251.17
69,73,302.9
69,76,310.71
69,79,134.28
69,82,106.59
69,85,319.02
69,88,162.37
69,91,160.5
69,94,152.56
69,97,147.77
69,100,155.33
69,103,153.93
69,106,146.32
69,109,151.25
69,112,245.67
69,115,921.81
69,118,964.82
69,121,969.85
69,124,975.65
69,127,976.34
72,130,977.0
72,127,977.04
72,124,976.74
72,121,977.28
72,118,977.3
72,115,976.7
72,112,976.74
72,109,778.9
72,106,184.12
72,103,143.4
72,100,231.47
72,97,167.99
72,94,263.11
72,91,289.99
72,88,282.35
72,85,295.63
72,82,280.31
72,79,258.34
72,76,253.03
72,73,128.43
75,70,230.1
75,73,257.67
75,76,230.52
75,79,227.25
75,82,216.5
75,85,160.61
75,88,144.9
75,91,146.82
75,94,162.63
75,97,171.14
75,100,167.25
75,103,185.11
75,106,189.15
75,109,199.02
75,112,256.4
75,115,959.92
75,118,974.08
75,121,975.37
75,124,976.22
75,127,976.29
78,130,977.11
78,127,977.42
78,124,976.79
78,121,976.76
78,118,977.48
78,115,977.31
78,112,977.18
78,109,681.29
78,106,273.65
78,103,413.06
78,100,262.62
78,97,183.24
78,94,186.42
78,91,175.15
78,88,215.1
78,85,220.0
78,82,248.91
78,79,254.22
78,76,266.07
78,73,209.11
81,70,208.02
81,73,238.72
81,76,242.13
81,79,230.1
81,82,254.39
81,85,102.72
81,88,108.75
81,91,108.63
81,94,104.3
81,97,153.41
81,100,175.39
81,103,171.27
81,106,181.17
81,109,226.05
81,112,956.71
81,115,971.4
81,118,975.47
81,121,977.24
81,124,976.15
81,127,977.16
84,130,977.15
84,127,977.59
84,124,977.68
84,121,977.42
84,118,977.56
84,115,978.02
84,112,977.02
84,109,935.54
84,106,176.0
84,103,183.47
84,100,181.5
84,97,176.39
84,94,191.59
84,91,185.42
84,88,191.32
84,85,233.66
84,82,243.75
84,79,196.25
84,76,247.68
84,73,251.43
87,70,249.97
87,73,243.0
87,76,295.85
87,79,569.13
87,82,567.36
87,85,294.25
87,88,293.73
87,91,254.98
87,94,234.78
87,97,257.71
87,100,298.73
87,103,551.9
87,106,647.7
87,109,960.77
87,112,976.57
87,115,977.51
87,118,976.49
87,121,976.98
87,124,977.45
87,127,977.47
90,130,978.56
90,127,979.65
90,124,978.12
90,121,978.4
90,118,978.4
90,115,978.57
90,112,978.34
90,109,978.08
90,106,534.23
90,103,303.69
90,100,293.39
90,97,308.07
90,94,220.22
90,91,234.51
90,88,229.23
90,85,278.36
90,82,554.3
90,79,559.31
90,76,174.4
90,73,562.58
93,70,604.67
93,73,606.05
93,76,609.68
93,79,604.38
93,82,606.19
93,85,618.08
93,88,533.99
93,91,309.96
93,94,314.59
93,97,714.14
93,100,963.86
93,103,976.9
93,106,977.53
93,109,977.43
93,112,978.25
93,115,978.51
93,118,978.69
93,121,978.99
93,124,978.44
93,127,976.65
96,130,318.3
96,127,300.03
96,124,966.22
96,121,975.93
96,118,977.99
96,115,978.32
96,112,978.49
96,109,978.06
96,106,592.06
96,103,281.52
96,100,105.76
96,97,140.47
96,94,239.08
96,91,285.14
96,88,297.34
96,85,470.59
96,82,619.03
96,79,305.18
96,76,270.55
96,73,269.91
99,70,468.43
99,73,542.71
99,76,536.03
99,79,544.99
99,82,566.28
99,85,571.59
99,88,578.17
99,91,175.83
99,94,960.02
99,97,976.68
99,100,977.51
99,103,977.6
99,106,978.5
99,109,978.22
99,112,302.23
99,115,294.26
99,118,283.98
99,121,271.57
99,124,284.48
99,127,302.16
102,130,313.3
102,127,311.21
102,124,289.48
102,121,960.58
102,118,975.54
102,115,978.89
102,112,978.71
102,109,979.22
102,106,975.56
102,103,151.88
102,100,133.69
102,97,138.51
102,94,159.88
102,91,152.87
102,88,217.86
102,85,213.67
102,82,224.53
102,79,232.4
102,76,250.34
102,73,251.16
105,70,244.26
105,73,243.86
105,76,243.23
105,79,233.13
105,82,225.83
105,85,242.82
105,88,244.5
105,91,531.06
105,94,963.61
105,97,977.8
105,100,978.57
105,103,120.46
105,106,113.13
105,109,110.81
105,112,115.0
105,115,109.74
105,118,297.79
105,121,293.36
105,124,302.91
105,127,302.22
108,130,309.63
108,127,305.6
108,124,296.0
108,121,278.02
108,118,963.1
108,115,975.28
108,112,977.85
108,109,978.31
108,106,977.92
108,103,569.1
108,100,206.24
108,97,138.58
108,94,301.6
108,91,231.65
108,88,227.9
108,85,235.88
108,82,171.9
108,79,138.22
108,76,106.63
108,73,114.75
