156, 108, 51, 50, 0, 0, 0.0
157, 108, 51, 50, 0, 0, 0.0
157, 108, 51, 50, 0, 0, 0.0
156, 107, 51, 50, 0, 0, 0.0
152, 104, 51, 50, 0, 0, 0.0
145, 101, 51, 50, 0, 0, 0.0
130, 95, 50, 50, 0, 0, 0.1
116, 89, 50, 51, 0, 0, 0.1
110, 84, 50, 51, 0, 0, 0.1
115, 71, 50, 51, 0, 0, 0.1
126, 62, 50, 51, 0, 0, 0.1
128, 58, 50, 53, 0, 0, 0.1
130, 55, 51, 56, 0, 0, 0.1
130, 51, 53, 59, 0, 0, 0.1
136, 50, 58, 57, 0, 0, 0.1
95, 50, 65, 53, 0, 0, 0.1
90, 51, 61, 53, 0, 0, 0.1
107, 53, 60, 53, 0, 0, 0.1
130, 58, 55, 55, 0, 0, 0.1
161, 65, 52, 54, 0, 0, 0.1
217, 79, 51, 54, 0, 0, 0.1
295, 95, 50, 55, 0, 0, 0.1
333, 61, 51, 55, 0, 0, 0.2
359, 56, 53, 56, 0, 0, 0.2
378, 57, 57, 55, 0, 0, 0.2
400, 59, 60, 53, 0, 0, 0.2
407, 56, 69, 52, 0, 0, 0.2
400, 55, 78, 50, 0, 0, 0.2
404, 55, 61, 50, 0, 0, 0.2
404, 55, 61, 50, 0, 385, 0.2
394, 59, 55, 49, 0, 385, 0.2
380, 58, 52, 48, 0, 385, 0.2
375, 54, 51, 49, 0, 385, 0.2
358, 56, 51, 49, 0, 385, 0.2
338, 58, 50, 50, 0, 385, 0.2
311, 59, 50, 49, 0, 385, 0.2
268, 58, 51, 50, 0, 385, 0.2
207, 59, 51, 49, 0, 385, 0.3
147, 59, 51, 49, 0, 385, 0.3
101, 59, 52, 50, 0, 385, 0.3
94, 60, 51, 51, 0, 385, 0.3
102, 61, 52, 53, 0, 385, 0.3
76, 59, 53, 52, 0, 385, 0.3
56, 58, 52, 50, 0, 385, 0.3
53, 58, 52, 49, 0, 385, 0.3
53, 56, 54, 50, 0, 385, 0.3
53, 55, 55, 51, 0, 385, 0.3
52, 57, 56, 54, 0, 385, 0.3
52, 57, 57, 82, 0, 385, 0.3
52, 60, 58, 87, 0, 385, 0.3
52, 63, 54, 53, 0, 385, 0.3
50, 63, 52, 49, 0, 385, 0.3
51, 61, 50, 51, 0, 385, 0.4
51, 60, 51, 54, 0, 385, 0.4
50, 59, 49, 56, 0, 385, 0.4
51, 60, 49, 53, 0, 385, 0.4
53, 61, 50, 52, 0, 385, 0.4
54, 64, 56, 56, 0, 385, 0.4
54, 62, 52, 54, 0, 385, 0.4
54, 61, 49, 52, 0, 385, 0.4
58, 64, 49, 56, 0, 385, 0.4
69, 67, 52, 53, 0, 385, 0.4
64, 68, 61, 50, 0, 385, 0.4
59, 67, 60, 51, 0, 385, 0.4
57, 70, 54, 52, 0, 385, 0.4
53, 61, 54, 51, 0, 385, 0.4
50, 61, 54, 52, 0, 385, 0.4
50, 59, 54, 53, 0, 385, 0.4
50, 64, 58, 54, 0, 385, 0.5
51, 60, 55, 56, 0, 385, 0.5
52, 60, 54, 55, 0, 385, 0.5
52, 58, 55, 54, 0, 385, 0.5
52, 57, 57, 54, 0, 385, 0.5
52, 58, 60, 53, 0, 385, 0.5
52, 61, 56, 52, 0, 385, 0.5
51, 57, 54, 54, 0, 385, 0.5
51, 56, 55, 53, 0, 385, 0.5
51, 61, 58, 53, 0, 385, 0.5
50, 64, 55, 51, 0, 385, 0.5
50, 58, 83, 50, 0, 385, 0.5
49, 58, 88, 52, 0, 385, 0.5
49, 62, 76, 60, 0, 385, 0.5
48, 60, 87, 73, 0, 385, 0.5
48, 55, 105, 56, 0, 385, 0.6
49, 54, 121, 53, 0, 385, 0.6
51, 53, 136, 52, 0, 385, 0.6
49, 54, 134, 52, 0, 385, 0.6
49, 56, 146, 56, 0, 385, 0.6
49, 55, 90, 52, 0, 385, 0.6
49, 55, 56, 53, 0, 385, 0.6
50, 55, 137, 52, 0, 385, 0.6
49, 55, 122, 52, 0, 385, 0.6
51, 53, 60, 51, 0, 385, 0.6
51, 54, 51, 50, 0, 385, 0.6
51, 57, 53, 50, 0, 385, 0.6
51, 58, 56, 50, 0, 385, 0.6
53, 64, 59, 51, 0, 385, 0.6
55, 66, 63, 51, 0, 385, 0.6
56, 66, 63, 53, 0, 385, 0.7
59, 72, 72, 54, 0, 385, 0.7
73, 77, 70, 53, 0, 385, 0.7
110, 76, 62, 51, 0, 385, 0.7
145, 67, 66, 53, 0, 385, 0.7
153, 69, 92, 54, 0, 385, 0.7
195, 67, 81, 54, 0, 385, 0.7
201, 59, 75, 54, 0, 385, 0.7
201, 59, 75, 54, 275, 282, 0.7
227, 58, 66, 55, 275, 282, 0.7
231, 55, 70, 52, 275, 282, 0.7
239, 54, 72, 51, 275, 282, 0.7
268, 55, 60, 59, 275, 282, 0.7
276, 55, 61, 54, 275, 282, 0.7
283, 55, 62, 50, 275, 282, 0.7
288, 56, 62, 49, 275, 282, 0.7
261, 57, 59, 47, 275, 282, 0.8
213, 57, 55, 46, 275, 282, 0.8
141, 59, 54, 46, 275, 282, 0.8
75, 64, 57, 46, 275, 282, 0.8
56, 64, 62, 46, 275, 282, 0.8
51, 60, 64, 46, 275, 282, 0.8
50, 56, 65, 47, 275, 282, 0.8
50, 56, 66, 48, 275, 282, 0.8
50, 57, 65, 49, 275, 282, 0.8
50, 58, 68, 50, 275, 282, 0.8
51, 59, 71, 51, 275, 282, 0.8
50, 61, 73, 52, 275, 282, 0.8
50, 62, 92, 54, 275, 282, 0.8
50, 59, 70, 56, 275, 282, 0.8
52, 61, 62, 57, 275, 282, 0.8
53, 62, 60, 57, 275, 282, 0.9
53, 61, 53, 63, 275, 282, 0.9
53, 63, 52, 56, 275, 282, 0.9
52, 63, 53, 58, 275, 282, 0.9
51, 64, 53, 57, 275, 282, 0.9
51, 65, 53, 55, 275, 282, 0.9
51, 66, 56, 52, 275, 282, 0.9
52, 66, 60, 50, 275, 282, 0.9
51, 62, 69, 50, 275, 282, 0.9
51, 56, 57, 51, 275, 282, 0.9
52, 55, 63, 50, 275, 282, 0.9
52, 55, 63, 51, 275, 282, 0.9
53, 57, 69, 52, 275, 282, 0.9
56, 58, 84, 53, 275, 282, 0.9
57, 59, 131, 53, 275, 282, 0.9
54, 62, 137, 50, 275, 282, 0.9
58, 70, 142, 50, 275, 282, 1.0
